review_id,text,human_label
cs1qbWJX0N_c4RhdiJxv2g,Been to this location twice. Two horrible experiences with rude workers. The fact that their prices are criminal and their ice cream is PACKED with unhealthy ingredients is just the tip of the iceberg. Would go 0 stars if possible!,Negative
FoEb8iW9_ZgkWqx-HVNiBA,"No consistency. My first cheesesteak in Philly...what a shame! 
I ordered 2 cheesesteaks with wiz and onions. Onions were raw and crunchy. My cheesesteak had almost no wiz on it and my bf's was loaded. 
Meat was well seasoned, but that was it. I should've gone to pats or ginos... oh well; live and learn...",Negative
H9ihp2Fkp2zd5iVesMX4sg,"I had the best meal of my life here last week. We ordered the cheddar biscuits to start which were delicious. For the entrees we had the hangar steak, the pork belly and the ravioli. The pork belly was truly the best thing I've ever eaten. It melted in my mouth and had a sweet sauce on the side. It was served with a peach salad on the side that paired so well with the dish. The hangar steak and ravioli were also phenomenal. We got a side of roasted beets to share which were great. The cocktails were also amazing.",Positive
KDA4FY94Jdg2wCrRFDfHNA,Ravi and Connor were extremely helpful in finding me a plan! Looking forward to getting in the gym they made this a very easy choice for me.,Positive
Qgz2hnqzgD7nzgZP073wHw,Surprisingly roomy restaurant that is lacking in Vegetarian and Vegan options. It was my first time trying Vietnamese cuisine and the 2 vegetarian-friendly dishes they have were very good. Would definitely try again and hopefully they are more accommodating in the future.,Neutral
t5j3vD_Yz77NWz57tXquxA,The food was fresh and tasteful only problem is the wait time to reCieve the food from point of order otherwise that this the perfect place to get authentic fresh food from,Positive
JOp7RE9tuimiQxfIpMNAaA,"Went there with lady friend, they gave us a hour and a half time limit , we sat for about one hour and 45 minutes , then one of the male host came over and embarrass us asking us to leave due to time limit. We paid our bill and sat across the park on lawn chairs for an addition 3 hours . Went back across street into park to order to go drinks and notice many of the tables had the same people seated there so I proceeded to ask the same gentleman why were we rushed to leave but the same people that were there for probable 2 or 3 hours after we left we're there. And he couldn't give me an explanation. This did not sit well with us. And we're considering taking action.",Negative
qtj-e5aYjQNIEoZQEsO2Ew,"El Vez is a great spot in the heart of Center City Philadelphia. As the name suggests, the theme and cuisine are Mexican. 

My companion and I stopped in on a recent Philiy visit on a suprisingly busy Friday afternoon. We enjoyed the El Vez guacamole, which was delightful and also included a small serving of salsa. My companion also enjoyed a margarita while I stuck to beer. 

Attention foodies:  El Vez is NOT cutting-edge or daring cuisine. Why am I giving five stars?  Very simply:  El Vez, like the other Stephen Starr restaurants, features great atmosphere and service. We we seated at the bar and the staff training and great attitude were obvious. The two bartenders--and equally attentive barback--handled a large full bar and plenty of table customers with no noticeable hiccups.  Elsewhere, the servers and manager were friendly, enthusiastic, and attentive throughout the restaurant. It was a great sight to see in these COVID-challenged times for so many restaurants.",Positive
#NAME?,"I recently came here for one of my friends 21st birthday. We made a reservation as we came with 12 people and they split us into two tables. Upon arriving, we had to wait for around 20 minutes to get seated despite the reservation we made. The overall aroma of this restaurant was really nice and very upbeat.

When browsing through the menu, it was fairly hard to navigate through it. Simple dishes like their pastas and even some of their entrees were hard to understand. Since it was hard to browse through, I ended up getting a basic Chicken Panini. My experience with this meal was not the best. The panini consisted of mostly spinach and lacked flavor. It was very dry and not the best meal. I also ended up trying the avocado toast which was also not the best. The avocado tasted like they just put the avocado on the bread without anything else and served it. So my experience with food was not the best.

Additionally, the prices for everything on the menu were pretty expensive. Therefore, I did not feel as if the meals I ate were worth the money paid. In terms of the alcoholic beverages, they have an option for bottomless mimosas. My friend ended up getting that and said that it was filled with a lot more orange juice than champagne. They also stated that the orange juice was filled with pulp which is something a lot of people do not like.

On the other hand, the server we had was great. She was very patient and attentive to us. She also made sure everyone was enjoying their experience and that there were no problems. However, one of the managers was a little pushy as she was trying to get us to leave after around an hour and a half. 

Overall, this is not a place I would recommend highly. If you would like to try it by all means do. I would just not go back there.",Neutral
UooBEWRvlvtENDhvo107VQ,"i have had two cleanings so far and cannot speak highly enough of Life Maid Easy. Every one of the cleaners has been wonderful, Rachel, Jessica, Sara, and Jaelyn were all terrific and friendly. I especially loved the deep clean as I had just moved into my home and some extra care was needed. My house looks so great, just in time for the holidays! What could be better?",Positive
waE8UiUBllyo-sGuQAybsw,"Good tomato pie but the customer service is the only thing deterring me from coming back. I called today, 12/3/21 at about 3:15pm and the woman that answered the phone was very rude and unwelcoming. I felt rushed when she answered the phone, I was multitasking at the bank at the time and didn't want to be rude to either person helping me but she didn't have to be that offputting. I hope that this doesn't continue, I really like this place",Negative
-xFg4cje7COJ63PydiR-4Q,"We were looking at menus in Northern Liberties and this place seemed like exactly the gastropubby food we like. We ordered the Eggplant fries, honey chicken sandwich, mushroom soup, and buffalo cauliflower. The eggplant fries were so different and delicious and such a good idea to change it up from potatoes. They tasted delicious with the aioli that it came with. We saw other people ordering the chicken sandwich and decided to give it shot and it turned out delicious!! Will definitely come back here again. The inside of the bar also has a cool and different vibe.",Positive
nBjLG3yIpKq-OgV9--teIg,Gorgeous fitness center w friendly staff. It's very clean with plenty of parking. I came here to take a Zumba class and it was awesome!!,Positive
IHjquJbnu7mGeq776w8f9g,"Doma is the best sushi in Philly! Salmon avocado rolls are always incredible. We have moved out of the area but still make the trip to Doma for our sushi. Also the ginger salad dressing is devine! Friendly staff, affordable... We are looking forward to dining indoor again when its safe!",Positive
4Fqqpv08OQfbCsszJIlSuA,Giving a single star is overrated! They are I'll equipped to handle more than 10 people at a time and still you end up standing 30-60 minutes to donate! They NEVER have one person on intake and that one person is as SLOW!  They have all donors standing long long lines for hours. The max number of workers sticking for the donation I've ever seen is 3. People and workers do not wear masks properly and some of those who are donating are not wearing masks at all and coughing! Seriously the worst place to donate!,Negative
XfxKFLmy8b7WBSEPwHpFDA,"Delicious as hip city veg always is! As of October 2020, this location does not have  indoor or outdoor dining but it is a few minute walk from rittenhouse square which has plenty of bench space. I would give it 5 stars but it's too expensive for the amount of food you get.",Positive
FKxKDQzovZR67toj6bEpiw,"I continue to enjoy their lattes and pastries! Plus, the ordering process is easy despite COVID restrictions.",Neutral
wQ2pbsLE5onv2keKs8b4SQ,"Overall this was a solid enough experience.  Our server was very kind and warm but quickly pointed out she was new and had not tried many of the dishes....so could only recommend what was popular.  We wanted a slow pace experience, so did not mind long waits (ex: the check sat on the table for 10 minutes waiting to be run).   The pasta portions were large and flavorful, and definitely the high point of the meal.  I was not a huge fan of the crudo, given I prefer my crudo served cold and without skin, and this was served room temperature with the skin still on, but perhaps others enjoy this preparation? Another plus is when we asked for a bottle of wine, the wine director recommended a bottle which was on the low end of the range we stated and very much met the characteristics we described.   I would go back at some point to try the pizza, but definitely not running back.",Neutral
phGcWfw4JFm24tJA3pZxaQ,"Got Bambu's favorite (#10) and it was pretty good. The Pandan Jelly is very chewy, and nice kind of like mochi.",Neutral
ODcSmhC5bQYIOs6o4EUZ5w,nice outside seating. classic greek offerings including the best gyros in town. for a light lunch try the Greek Salad with your choice of protein. the lamb shank with and artichokes is my favorite dinner entrée.,Neutral
0tg95UuteeGTaty_rFRy3A,"I'm a very open minded person with quite low standards for food especially while drunk as fuck. However, I feel that I paid a high rate for food that really didn't satisfy my cravings. I paid extra for ranch that I didn't receive. Devastating to say the least. I understand that people forget but NO RANCH that's fuckin wacky. Food was mid I kinda enjoyed my sandwich but that was probably just the fireball talking. All in all, will probably return whilst drunk again because I have dirt low standards but wouldn't recommend to mentally stable individuals.",Negative
tbSmiyKV9D7XsNZrgPBgZg,"I am absolutely addicted to the bowls!  Have tried, and love, both the Sriracha chicken bowl and the flank steak bowl. Delicious! The order is always packed carefully, and arrives at lightning speed. They always seem to be their estimated delivery time. The delivery people have been terrific as well... Safe and friendly. Highly recommended",Positive
bdTdtNBejvQy8aORSTygNg,"A friend and I stopped by Monk's on a Saturday around 5 pm for dinner. We were seated right away. The space itself is pretty small, so I was pleasantly surprised that we were seated so quickly on a busy night.

From looking around at what everyone else had ordered, we could tell that the mussels are a popular menu item. Sadly, we were craving burgers and fries. I ordered mine with Cheddar and Bacon and my friend got hers with Mushrooms and Swiss. Both burgers were cooked as requested. The fries were a highlight for sure. Perfectly crisp and well seasoned. They came with some kind of aoili that was tangy and delicious on both the fries and my burger. We washed our burgers down with some Allagash White beers from the tap. 

The overall menu selection for beers was really impressive. The service was very attentive and we were in and out in about an hour. 

FYI - they have signs around the restaurant advertising a 90 minute table limit. This has been pretty common since the pandemic, so we understood but we did not realize when we had arrived that this was a policy.",Positive
9sxuHD6DTKf45mGqufjnfw,"Great brunch! The bottomless mimosas were fun, the decor is great and I was actually impressed with the food! Definitely a little pricey, but for brunch and the atmosphere, totally worth it!",Positive
laULBRo-LnGoaS7UqvT3rQ,They food and service here was great. We were sat at a not so pleasant location but when another table opened up we were automatically offered that spot without asking. I suppose they just knew. The fried chapter was great as was the chicken sandwich. Going again!,Positive
6FJjWRWlmtLsKw97-Pne5A,"I was pretty disappointed with this place. I was looking forward to it for quite some time too. I first walked in and was having a private conversation and one of the workers thought it'd be best so share his personal opinion. When it came to ordering, he also overheard our conversation and began to defend items on the menu. Found it to be classless and unprofessional. Besides this occurrence, I found the ice cream to be extremely average. I ordered a small strawberry shortcake and it did not taste as such. Other members in my party did not enjoy their ice creams either. However, they did maintain a clean area and provided hand sanitizers which I liked, especially during times like these.",Negative
HRk1AjQWbRWJmOQuY-N8EA,"I really like the pizza and veggie options at Fino's and have been trying to support them by ordering more often since the pandemic started. That said, I was disappointed when I arrived recently to pick up my order and the men working inside were not wearing masks. The owner has always been really friendly and I want to support them, but I feel like I can't do that safely until they change this practice for the benefit of their customers.",Neutral
d-GWfiLgNQiCr9vQuFhgwg,"Did the walk up window and placed an order for 4 bagel sandwiches. I was surprised at how busy this spot was for a weekday. Lots of people picking up orders. Which I do recommend call ahead just because we did wait about 20 minutes for our order by just walking up. We got a pretzel bagel, pumpernickel, everything and plain. All the bagels were good. All but 1 with scrabbled eggs. The other was a fried egg that was over cooked. I think it was probably ok when it first came out but Bc they wrapped it all up to go it continued to cook and be over cooked. Overall we were all satisfied with the bagels. They were good and chewy. The pretzel bagel with bacon and cheese ate a bit salty but I think that was Bc of the salty nature of bacon and cheese and more of me ordering issue then a them issue. In our 3 days in town we ate here twice. Would recommend.",Positive
dyybGtjtjuGWphgYKoUJLQ,"I came here based on a book called ""Unique Eats and Eateries"" written by Irene Levy Baker.  The restaurant is in the basement of building that also houses a piano bar and a dance floor, but both were not in operation when my wife and I dined here on a Thursday night.  

We were one of two tables and the service was fast and efficient.  They have a full page selection of craft beer and wines at fair prices.  The menu is simple, and with some research before we went, we ordered the fries (amazing), cheese sandwich with tomato soup, and the Wedge Salad.  All of the food was perfectly cooked and had great taste.  The fries were as good as you can make them.  The wedge needed a little more Blue Cheese which the server immediately brought.  

I highly recommend the Tavern as a great place to eat in Center City.",Neutral
gL6880EsfIv3idLP14tW1g,"Ordered delivery here and was genuinely impressed. I am confused as to why I haven't tried this place sooner. They have a vast assortment of sides & dishes, I tried the pork buns which were amazingly fluffy with a spicy slaw, the wings were half spicy & half soy garlic and let me tell you that if you love spice, the spicy wings will NOT disappoint. The chicken was marvelously crunchy with plenty of meat. Next the fried pickles were good (how can you mess up a fried pickle?!), again, the spicy ranch / mayo paired excellent with those. Now I wasn't quite sure about the fried rice when I opened the container but upon my first bite I was hit with flavor and possibly my favorite thing here. Can't wait to order again & try more things! (Also, portions are huge and there was plenty left over after sharing this with my partner!)",Positive
V7WvmyZBHs7xqWME472fiw,Excellent food especially the Indian menu !! Would order 30 minutes ahead of pick up and eat at home rather than at the joint!!,Positive
ORoxxleA3CuD3A0aevbP3g,"I have three words for you that will change your life:

The Pastrami Reuben.

That's it. That's all you need. Whether it's a bad day and you need a pick me up or a good day and you need to make it better, just get the pastrami Reuben and all your problems in life will suddenly disappear for the 15-30 mins it will take to eat your sandwich. I'm fortunate that I can't normally eat the whole thing in one day so I get to eat it again the next day and it tastes even better. If you're in Philadelphia, eating this is a must. Just saying. Don't leave without eating here, you will regret it.",Positive
wq6wtWCzBmz4tpwstbjOJw,"Used DoorDash to have my protein bowl delivered for lunch. Extremely filling and delicious! Perfect meal for lunch. Portion size was perfect and the bowl was very generous with the chicken, avocado, eggs, etc. no complaints with my food and I will be back!",Positive
WEk6BLE2-dWPtKEO6BLTwQ,"The food was awesome but some things were okay. Overall this place had great drinks and food, but I would've loved a better atmosphere. Music was great! We were hoping to get the special of the day, but I guess it wasn't there anymore. We were bummed about that.",Neutral
Bz5VyBhcARANLAwAY3yhjQ,"My favorite sushi place in Philly. Whats truly stunning is that I don't even come here for their fish, I crave this place for their INCREDIBLE vegetarian sushi. 

They're extremely creative with their various vegan specialty rolls. You can't go wrong with any of them but some of my favorites are the lime sinko, veggie tomo, and vegan dragon rolls. They also have great appetizer buns and fish forward sushi.

Highly recommended.",Positive
Cf1Jb6dG5eE5dn4nCZVn5A,I dined with three friends on Friday evening.  We didn't get to dine in the garden but the structure they built along the sidewalk was fine. The food amazing especially the short rib and the creme brûlée. This restaurant never disappoints!,Positive
UoinGo4f7Tv9vbMRjWSwzQ,If you are looking for outstanding service and a professional cut check out Max and staff. It's a safe and friendly place to get your hair styled however you like. Support this business and I'm sure you will be pleased.,Positive
rLbvkGAOF21lllgZNrBzNQ,"I love winnies for breakfast/brunch, but came here for a very late lunch for the first time today. The lunch menu did not disappoint at all! I ordered the salmon burger, which was amazing with that ginger/cucumber. My bf ordered the fried chicken sandwich, which was absolutely delicious. I think I preferred his over mine. I also devoured the house chips that came with my meal. Definitely coming back",Positive
7Wj8_paqotMeLRIZ4qcj_w,"The barbecue made noises, and a drop of hot oil slowly slid down the lines of the plump meat, which was intoxicating.  Sniffing and smelling slowly, the greedy worms are quickly aroused.  Finally couldn't help it, regardless of the hot, one bite is a big bite.",Positive
Hkh9mKCYxXOcGTakQi0_1w,"This jawn bussin. 

This place is absolutely amazing, it may be pricey but it's worth your time. There's so much food to choose from and it comes out super fast ! It's an experience you never experienced while eating Korean food. Totally recommend coming here after a long day. Make sure to bring your family along for the experience !",Positive
jJyJCdsBlPEcgUxh3OBRSw,If I could give this place 10 stars I would! It is one of my favorite vegan spots. Their new outdoor booths are quaint and cute too! Try their Mexican hot chocolate it's so tasty. I've only gone here post brunch but anyone I've gone here with loves (both vegan/non vegan). You really can't tell the difference with the food. It's high quality and tasty. The staff members are great too. I'm not a drinker (of alcohol lol) but they have a full bar with many drinks. So you could come here for a date night or just a bar night! My goal is to try everything on the menu...but it's hard to go here and 'not' order the nachos because they are sooooo good.,Positive
yfmPEpBu7URjAydsx0SFKA,"When I lost my card, I called to cancel. However, they did not really cancel it, and so someone used it again!!! Is it not policy to cancel a card if it is reported lost and stolen?",Negative
9ifPk780jdZMMGLsvZF9Ng,"I love botanical gardens: The Brooklyn, The New York, The Phipps in Pittsburgh, even the Desert Botanical Garden in Phoenix. 
I went to the Philadelphia Garden Show with high hopes. 
To say I was severely disappointed is an understatement. 

It was basically an advertisement for flower vendors with designs that were not especially attractive or imaginative, with too many booths selling knick knacks. 

I can't think of a bigger waste of more than forty dollars. I can't understand how they survive: PT Barnum said there's a sucker born every minute. Today it was me. 

I just got home but felt a civic responsibility to try to dissuade as many people as possible from wasting $48 and several hours of their life this weekend at this overpriced, underwhelming show. 

There are many excellent ways to spend several hours in Philadelphia: It has one of the greatest art museums, not just in the country, but the world. Four sports teams, with vocal and knowledgeable fans,  play in stadiums and arenas in the southern part of the city; there is Independence Hall, where our country was born, and you cannot get a bad Italian meal anywhere in town. 

But the Flower Show? If it were a movie, it would be a scene from 'Rocky' where Paulie scratches his crotch.",Neutral
QmitNknve-DSg4oxDsXGow,"No I am a very picky picky picky picky picky eater! But this place was amazing!!! I had an amazing piece of toast with sweet potatoes and it was something like I never experienced. I thought I'd hate it, but low and behold here I am ranting and raving lol I had the jerk chicken as my meal and my date had cod and it was also great. The drinks were delicious too! I felt comfortable. All the staff members wore mask I was seated outside just before the weather really broke as I only wore that sweater in the picture. There were also plastic dividers and no one sitting on either side of you directly a mini booth over for everyone.",Positive
3RW0gYkHTgNBADwJTBcE3w,$20.50 for barely a pound of roasted pork in a take-out plastic container is ridiculous.  It didn't taste that great either.,Negative
QrlH0SwW2jizLledZcI67g,"This place was horrible, the bartenders were lazy and only paid attention to their friends, the DJ cleared the room with bad music.... I want to like this place but it's hard when I'm waiting 8 mins to get my card back while I'm watching the bartender talk to her friend in the corner",Negative
NCG322Ojg6uEs0dC-5iuFA,"Joe and his team were very helpful.  I had a variety of items that I wanted to get rid of - an old gas grill, old patio furniture, a TV.  He answered my email within hours and worked with my schedule to figure out a time to come haul everything away.  Great service and totally reasonable price.  Very nice man and great service",Positive
8cjfklOkrcvaN5GP4SLC3w,Their platters are the absolute best! The food is excellent and always consistent. Very happy customer!,Positive
F0zqdP9UMYEmniAYPdCZvg,"This is one of my favorite places to visit in Philly. For the past five years, I have brought a high school Model UN team to a conference in Old City, and I walk to this market at least once each day we are here. The food options are amazing: I always visit Bieler's stalls (doughnuts and baked goods), and I get breakfast most mornings at Miller's Twists (pretzel-wrapped egg sandwiches). There are bakeries, delis, gift shops, chocolatiers, ethnic food kiosks, and coffee stands--and more. Even the pickiest eater will find something here to enjoy.",Positive
dVj7ULc1I40TFAbLz-fubQ,"Good food, good vibes. Will definitely re-visit. Everything we ordered was delicious.",Positive
yzwyyy28JNtAQMEBV8PO-A,Fantastic hotel - restaurant food is way better than most hotels and bar staff is pleasantly helpful.   It's been weird since COVID - but so glad they held it together a I have stayed there many times over the years when I was going to Grad school across the street and now stay there cause our daughter is full-time at Penn.   Super quiet rooms abs very clean - also has a nice clean gym too!,Positive
Y5hCJaVopGZwe0OS2QhJOg,"Phenomenal! Catered a party of approximately 40 for a graduation. Everyone asked for Bacchus' name. Fresh tuna with a wasabi sauce, delicious light vegetarian or cheesesteak egg rolls. Summer corn salad. Noodles with a light peanut sauce which did not overwhelm. Guests of all ages enjoyed.",Positive
WhrnjUyBmqizRH9PkBtavA,"4 Stars because 95% Of the time I go there and get the GENRAL TSO style chicken it is good, sometimes they might fry it too hard without you requesting that and it becomes chewy and hard to eat ( Just make sure you let them k ow you don't want that ) But other than that if your in the Juanita/northeast philly area looking for GENRAL TSO chicken I recommend LUNS ASAIN CHEF",Positive
9VYh80a5YrL2h1k7yUYp9Q,"We tried both Geno's and Pat's side by side, and they were both quite tasty. I ordered a cheesesteak whiz wit. Geno's cheeze-whiz sauce was a lot thinner and wetter, I would have liked the the onions cooked a bit more, but I definitely prefer Geno's steak and bread. The steak is more tender and I believe has better flavor. Geno's bread seems to hold up better, but then again that could be due to the fact that they didn't use as much cheese. PleasI'm sure there are better and cheaper cheesesteaks in Philly, but we had to try the touristy places first.",Neutral
QT7Rt3Yn7fujqigpcpcYNA,"First, so delicious!! 

Second, the food was super hot when I picked it up which meant it was warm enough to eat without reheating when I got home (about a 50-minute drive). 

Third, it tasted like home cooking. 

Finally, my semi-picky eater child declared it was the best meal ever (I tried to not take it personally...lol). 

Dinner was done in 5 minutes because everyone ate so fast!",Positive
qn5GRcruX7Z2h13KwuwNIg,"I stopped in for lunch yesterday, around 2p, so it appeared that I missed the lunch rush, so there was no line. I had spring mix/brown rice as the base, carrots and Mac & cheese as sides, charred chicken thigh was my protein choice. Everything was absolutely delicious! I plan to pick up takeout for tonight's dinner!",Positive
ppj9DW0pGzewuKuIT6V3kg,"This is without a doubt the best Indian restaurant in West Philly. Everything we tried, from the appetizers to the curries and Naan bread, was excellent. The restaurant is beautiful on the inside and the service was great. Highly recommended!",Positive
bX9gls7m6klhpSAfKeRdUw,Food was good and server was very nice and  friendly ! I definitely recommend for a date night !,Positive
NyL449dRat6dxk_0EsZq5g,"I heard about Paddywax while searching for offbeat activities in Philadelphia. I quickly made a reservation for two people ($40 per person). These classes seem to sell out so I wouldn't recommend walking in with no reservation. 

Upon walking in I have to say I was a bit overwhelmed by the smell. I did get used to it, but I wouldn't recommend remaining in the store for those with sensitive smell. 

They have coffee, soft drinks and some alcoholic beverages (like white claw) for purchase. Or you can bring your own wine or champagne. Most I saw brought Champagne or Wine. 

It is not a complicated process and everyone including the mildly intoxicated will get through it with a beautiful candle. I went with my boyfriend and had a great time, but I do believe going with a group of girlfriends would have been a bit more fun. May be more appreciative of it, but he used the time to make a Mother's Day gift for his mom. 

It is a bit pricey, but I agree with the first reviewer, you get a bit of a price inflate for being on chestnut street. It's a very good location I must say and there is plenty to do while you wait for your candle to cure. 

The Process: 

1. Pick your vessel
2. Pick your Fragrance (there were only certain amounts of fragrances available. So if someone nabbed it first, you must choose a different one).
3. Put cotton or wooden wick at base of your vessel. 
4. You use your scale and weigh out the amount of fragrance for your candle. All in a little booklet provided to you.
5. Weigh the amount of wax needed. Again don't fret, it's all in the booklet. 
6. Mix the fragrance and wax together for 20 seconds.
7. Pour into candle vessel.
8. Use tool to keep wick in proper place. 
9. Whaala, you have yourself a new candle made and poured by you!
10. It must sit and cure for 3 hours.",Positive
kvRs3G5BKc6dDwWKoA4UBA,"Superb! More crab than I have ever eaten in 1 setting. Also, the best dumplings of life. Will return!!!!",Positive
HtduHCADqXdVXuUvoJaWiQ,"All the reviews are spot on. Chris is a patient, conscientious, well educated teacher who knows how to break down each part of your swing and explain the kinesiology of golf. Not only is he renown for his understanding or the mechanics and ability to teach PGA professionals, but he's also a very real and personable guy. He makes the experience more than just a golf lesson. I wanted to learn golfing for my husband but he's transformed not just the way I want to play golf but also the dynamics for how to play confidently in different types of scenarios. I highly recommend him.",Positive
RKFcfG0yDuri9hXhbMvl6A,"I love it here!!! They are a big family that treats their customers like family. I love it here! Everyone always treats me like a cool guy. Alicia, Lynn, and Donna are my favorites!!! Alicia and Lynn always have my back!!! I love you all and please keep up the good work! I'll always be a regular here! Donna, you have a great family. -Dennis",Positive
3T9xKPUMXHnqH--XuHOAnA,"Really like the decor and the beer selection, however the food was not good at all.  The fries were undercooked and the Shepard's  Pie was a multi layer concoction of blandness.",Negative
kgI-neRan0ImI-os2tShEw,I really enjoyed my Mother's Day Soul Fed Sunday meal. We drove in from Delaware and it was well worth it. Oh I cannot forget to mention the Po' Boy sandwiches. I think I visited Heaven it was that delightful. You can't go wrong with anything you order.,Positive
fTndGbuWhRD-2XzjxKSmfA,"Such a great bakery. I have been here pre and post pandemic 4 or 5 times and have also had their pastries at my office. The bakery is fairly small with a couple of seats and just enough room for a few people to stand in line. The workers are so sweet and clearly excited to share their love of pastries with the masses.

I have had the chocolate chip cookie, Brookie, chocolate fudge brownie, oat walnut brownie, blueberry swirl muffin, chocolate Nutella muffin, coffee cake, chocolate chip scone and maple oat scone. All phenomenal. 

I tend to frequently enjoy the Nutella Muffin, Brookie, and Chocolate Chip Scone. My least favorite is the maple oat scone because it is made with shredded coconut which I don't prefer.

I need to wake up earlier because the babkas sell out instantly and I have yet to try it. One day. Either way I'm just as content consuming whatever they have left once I mosey on in during the late afternoon.",Positive
vOY_2WpqCrwX28Qy0NDgHw,"Came here a week ago with a few friends and it was some of the best hot pot I've ever had in my life. Everything from the sauces, soup, and meat was delicious. Our server, Dean was excellent -- he constantly checked on us and gave us great recommendations on the menu. Will definitely be back soon.",Positive
IZU2APMFUisujCwBYsIm8g,Initially responded with a quote and then completely disappeared. Disappointing and frustrating to just be ignored when trying to give someone work.,Neutral
nkj1Cij0H4-PzoOFTa49lQ,"I was turned on to Steven Singer by a co-worker from Philly (he and I were working in California at the time). I've been hooked on their dipped roses as a regular Valentines Day gift for my wife!

This year, I was indecisive (being a typical ""guy"" at Valentines Day). I was LUCKY to call and reach Krista at the store!  Not only was she bright and friendly ... she was BEYOND helpful!  I was stuck on which dipped rose to buy, and based on my order history, she helped me decide on the right one for this year.  Additionally, when I had writers block for the gift note, she helped write it the way she'd want to receive it.  Krista provided such great service, she up sold me in a second on some add-ons that totally complete the gift for this year!

Krista not only provided great service, but it was an outstanding purchase experience!  Looking forward to maintaining my loyalty to this business, (which I have never even stepped in).  Their online service is epic, and the next time I'm in Philly, I plan to give a sincere thanks to their entire team!  Thank you Krista and Steven Singer. Despite their name, I truly do LOVE (and recommend) Steven Singer Jewelers!",Positive
uHjesequWAig12ApEEn3Bw,"Warm, friendly owners who greet you with a smile.  I've had the shawarma, gyro and falafel sandwiches.  All are equally delicious.  My go-to when I visit the area.",Positive
jK2KDlayh6IORd3WaSnRrQ,"I came here for a post Covid event on a Friday evening.  I believe sip city mixer was a private happy hour event so my review is strictly on the location as I did not dine at Cavanaugh'a riverdeck.

The Riverdeck's entrance is easy to spot and getting in through security was easy once we showed IDs.  They had a tent set up and there were 3 bars within the outside area, each in a different section of the facility.  There was a lot of people and everyone now being maskless including the bartender takes some getting used to.  The view was okay and I had a good time.",Neutral
lmgBS_FbgjxbjND2faa2dQ,"After constantly passing Nook on our walk home, my boyfriend and I finally stopped by after our workout. We usually go to the Starbucks just a few steps away.... We have already gone to Nook twice in three days. 

My boyfriend said it was the best Pumpkin Spice Latte that he's ever had - (and we LOVE that we can still get our favorite flavor in February). 

They are sustainably sourced and make their own coffee. LOVE THAT - but to make things better, the workers couldn't be sweeter either.

Definitely give Nook a try - you will not be disappointed.",Positive
sPX3vwsJ9koBW-fSHq_dDw,"Excellent deli.  Very good hoagies.  I love the fact that they carry all kinds of Italian meats since I love cooking Italian.  The prosciutto that you find in the supermarket is most definitely not the same quality as Dattilo's carries. Same with their rolls.  They're the right kind of roll.  Hard outside, soft inner.  Philadelphians know the difference, but supermarkets just don't get that.  They carry all kinds of delicacies here.  Even the juice brands here I've not found elsewhere and they are delicious.  The guys working behind the counter are always extremely pleasant and fun to deal with.  If ever you are unsure of something they're always willing to help, even allowing you to try out something before you make the purchase making your decision making easier.  Thumbs up to Dattilos.  Great place to grab a hoagie, real Italian deli, great bread, meats and other unique condiments.",Positive
5O1j-rzS-vb_muBVlQZjIQ,"We were here on a Friday night and enjoyed our time drinking,  having conversations,  observing other customers in the basement area. Plenty of eye candies that night. We spent at least 2 hours there. We will be back again. Good friendly service. You can actually go upstairs, they occupy the whole building, which I remember from previous visits.",Positive
nggX0J0UTi61mYOwtB684A,"Before heading back home from my Philly trip, I decided to stop at a cheesesteak spot that I have never tried before.  You pretty much cant go wrong with any cheesesteak in Philly, but I wanted to switch it up from my usual spots.  Where I was, this was close by and had excellent reviews.  I went simple and just got a standard cheesesteak with wiz and onions.  I must say, this was a delicious steak sandwich.  The meat was cooked perfectly and was very juicy.  The cheese was just the right amount.   The onions were a nice touch.  And I added a little bit of ketchup for additional flavor.  I ate the whole cheesesteak in one sitting.  Overall, I was very impressed and satisfied with this steak.  I would come back to try a different style steak sandwich,  as they offered many different kinds.",Positive
3isouRl5K5IfD3L4p1sCyA,"i was looking for some healthy spots in the nolibs area and this place was recommended to me!

overall, it was tasty but the meat was a bit chewy and it wasnt cheap!
for $40 we got a kebab salad, kebab entree and a hummus w/ pita

the hummus and pita was delicious! i wish the pita was warm but the hummus was delicious

i got the lamb and beef kebab. the beef was super chewy and i ended up not eating them but the lamb was decent, not as chewy as the beef luckily. the salad was decent, nothing crazy but a good assortment of veg (cucumber, tomato, red onion) the vinagrette dressing was tasty!

i tried my husband's chicken and lamb entree and it was good. the side salad in the entree is a little sad though 

i would maybe come back for the hummus but definitely ordering something else next time, a meat that's less chewy!",Neutral
ER-h1S-KPAyFRnS9Pi7iXA,"Was craving Korean food, so we ordered some takeout from Buk Chon, as the reviews looked promising. 

We ordered our usual go-to dishes, a soft tofu stew and the Jap-Chae. The order came with banchan, packed in three condiment sauce cups, one of the saddest looking and most disappointing banchan I've ever had.

The tofu stew and the Jap-Chae were standard. The tofu stew could use a little more spice though.",Neutral
